no2,pm2.5,o3,pm10,datetime
3.0,7.0,61.0,11.0,2023-03-03-05:00:00
9.0,10.0,60.0,14.0,2023-03-03-06:00:00
19.0,9.0,48.0,14.0,2023-03-03-07:00:00
20.0,10.0,64.58951965065502,15.0,2023-03-03-08:00:00
19.0,4.0,49.0,10.0,2023-03-03-09:00:00
16.0,3.0,54.0,6.0,2023-03-03-10:00:00
14.0,2.0,58.0,5.0,2023-03-03-11:00:00
13.0,3.0,59.0,7.0,2023-03-03-12:00:00
15.0,4.0,58.0,12.0,2023-03-03-13:00:00
15.0,4.0,57.0,9.0,2023-03-03-14:00:00
15.299382716049383,4.0,58.0,8.0,2023-03-03-15:00:00
16.0,5.0,61.0,9.0,2023-03-03-16:00:00
18.0,10.0,68.0,20.0,2023-03-03-17:00:00
15.0,14.0,73.0,27.0,2023-03-03-18:00:00
13.0,13.0,76.0,26.0,2023-03-03-19:00:00
18.0,12.0,69.0,24.0,2023-03-03-20:00:00
27.0,13.0,57.0,26.0,2023-03-03-21:00:00
25.0,12.0,61.0,20.0,2023-03-03-22:00:00
17.0,17.0,68.0,24.0,2023-03-03-23:00:00
17.0,15.0,67.0,23.0,2023-03-04-00:00:00
29.0,17.0,54.0,25.0,2023-03-04-01:00:00
19.0,19.0,64.0,27.0,2023-03-04-02:00:00
9.0,21.0,72.0,28.0,2023-03-04-03:00:00
20.0,24.0,61.0,31.0,2023-03-04-04:00:00
23.0,25.0,55.0,32.0,2023-03-04-05:00:00
20.0,25.0,60.0,30.0,2023-03-04-06:00:00
29.0,26.0,40.0,32.0,2023-03-04-07:00:00
31.0,28.0,64.58951965065502,39.0,2023-03-04-08:00:00
23.0,26.0,61.0,36.0,2023-03-04-09:00:00
14.0,19.0,80.0,26.0,2023-03-04-10:00:00
12.0,13.0,89.0,21.0,2023-03-04-11:00:00
13.0,11.0,92.0,16.0,2023-03-04-12:00:00
14.0,11.0,90.0,20.0,2023-03-04-13:00:00
15.0,9.0,92.0,17.0,2023-03-04-14:00:00
15.299382716049383,8.0,93.0,15.0,2023-03-04-15:00:00
13.0,14.0,98.0,21.0,2023-03-04-16:00:00
17.0,16.0,91.0,24.0,2023-03-04-17:00:00
30.0,18.0,75.0,28.0,2023-03-04-18:00:00
30.0,20.0,72.0,27.0,2023-03-04-19:00:00
40.0,20.0,54.0,27.0,2023-03-04-20:00:00
21.0,15.0,72.0,21.0,2023-03-04-21:00:00
23.0,14.0,71.0,19.0,2023-03-04-22:00:00
19.0,21.0,72.0,26.0,2023-03-04-23:00:00
8.0,36.0,84.0,41.0,2023-03-05-00:00:00
6.0,27.0,88.0,32.0,2023-03-05-01:00:00
6.0,25.0,90.0,30.0,2023-03-05-02:00:00
4.0,12.0,89.0,17.0,2023-03-05-03:00:00
3.0,11.0,86.0,17.0,2023-03-05-04:00:00
5.0,9.0,87.0,15.0,2023-03-05-05:00:00
5.0,8.0,85.0,14.0,2023-03-05-06:00:00
5.0,8.0,83.0,14.0,2023-03-05-07:00:00
6.0,9.0,80.0,16.0,2023-03-05-08:00:00
24.0,13.0,64.58951965065502,21.0,2023-03-05-09:00:00
12.0,13.0,76.0,20.0,2023-03-05-10:00:00
13.0,15.0,82.0,23.0,2023-03-05-11:00:00
10.0,15.0,95.0,21.0,2023-03-05-12:00:00
9.0,17.0,102.0,24.0,2023-03-05-13:00:00
8.0,29.0,103.0,36.0,2023-03-05-14:00:00
8.0,21.0,98.0,28.0,2023-03-05-15:00:00
15.299382716049383,22.0,98.0,31.0,2023-03-05-16:00:00
15.0,23.0,91.0,31.0,2023-03-05-17:00:00
13.0,21.0,86.0,28.0,2023-03-05-18:00:00
32.0,35.0,62.0,43.0,2023-03-05-19:00:00
31.0,46.0,63.0,53.0,2023-03-05-20:00:00
23.0,36.0,65.0,43.0,2023-03-05-21:00:00
10.0,25.0,84.0,32.0,2023-03-05-22:00:00
9.0,27.0,83.0,33.0,2023-03-05-23:00:00
8.0,20.0,78.0,27.0,2023-03-06-00:00:00
5.0,26.0,82.0,32.0,2023-03-06-01:00:00
5.0,16.0,80.0,22.0,2023-03-06-02:00:00
4.0,15.0,81.0,21.0,2023-03-06-03:00:00
4.0,14.0,82.0,20.0,2023-03-06-04:00:00
4.0,14.0,85.0,18.0,2023-03-06-05:00:00
6.0,15.0,84.0,20.0,2023-03-06-06:00:00
25.0,17.0,60.0,23.0,2023-03-06-07:00:00
18.0,18.0,66.0,25.0,2023-03-06-08:00:00
5.0,18.0,64.58951965065502,24.0,2023-03-06-09:00:00
6.0,19.0,81.0,25.0,2023-03-06-10:00:00
7.0,21.0,88.0,28.0,2023-03-06-11:00:00
7.0,18.0,91.0,24.0,2023-03-06-12:00:00
7.0,13.0,92.0,19.0,2023-03-06-13:00:00
6.0,13.0,92.0,19.0,2023-03-06-14:00:00
9.0,10.0,90.0,14.0,2023-03-06-15:00:00
15.299382716049383,6.0,95.0,8.0,2023-03-06-16:00:00
10.0,9.0,92.0,13.0,2023-03-06-17:00:00
7.0,13.0,93.0,19.0,2023-03-06-18:00:00
6.0,12.0,92.0,16.0,2023-03-06-19:00:00
15.0,13.0,78.0,17.0,2023-03-06-20:00:00
10.0,13.0,83.0,17.0,2023-03-06-21:00:00
5.0,12.0,96.0,16.0,2023-03-06-22:00:00
4.0,9.0,95.0,13.0,2023-03-06-23:00:00
4.0,9.0,91.0,12.0,2023-03-07-00:00:00
4.0,10.0,90.0,13.0,2023-03-07-01:00:00
3.0,9.0,92.0,13.0,2023-03-07-02:00:00
3.0,8.0,90.0,11.0,2023-03-07-03:00:00
5.0,8.0,82.0,12.0,2023-03-07-04:00:00
7.0,9.0,79.0,12.0,2023-03-07-05:00:00
27.0,11.0,54.0,16.0,2023-03-07-06:00:00
17.0,10.0,66.0,14.0,2023-03-07-07:00:00
8.0,11.0,76.0,16.0,2023-03-07-08:00:00
9.0,17.0,74.0,23.0,2023-03-07-09:00:00
8.0,24.0,64.58951965065502,31.0,2023-03-07-10:00:00
9.0,29.0,64.58951965065502,37.0,2023-03-07-11:00:00
9.0,18.0,64.58951965065502,24.0,2023-03-07-12:00:00
7.0,10.0,64.58951965065502,16.0,2023-03-07-13:00:00
7.0,9.0,64.58951965065502,15.0,2023-03-07-14:00:00
8.0,10.0,64.58951965065502,15.0,2023-03-07-15:00:00
7.0,12.0,64.58951965065502,18.0,2023-03-07-16:00:00
15.299382716049383,12.0,64.58951965065502,19.0,2023-03-07-17:00:00
6.0,11.0,64.58951965065502,17.0,2023-03-07-18:00:00
5.0,9.0,64.58951965065502,15.0,2023-03-07-19:00:00
5.0,9.0,64.58951965065502,13.0,2023-03-07-20:00:00
4.0,9.0,64.58951965065502,13.0,2023-03-07-21:00:00
4.0,10.0,64.58951965065502,15.0,2023-03-07-22:00:00
5.0,12.0,64.58951965065502,17.0,2023-03-07-23:00:00
5.0,13.0,64.58951965065502,19.0,2023-03-08-00:00:00
5.0,10.0,64.58951965065502,15.0,2023-03-08-01:00:00
3.0,8.0,64.58951965065502,12.0,2023-03-08-02:00:00
3.0,8.0,64.58951965065502,12.0,2023-03-08-03:00:00
4.0,7.0,64.58951965065502,10.0,2023-03-08-04:00:00
7.0,7.0,64.58951965065502,9.0,2023-03-08-05:00:00
10.0,6.0,64.58951965065502,8.0,2023-03-08-06:00:00
32.0,8.0,64.58951965065502,12.0,2023-03-08-07:00:00
15.0,7.0,64.58951965065502,11.0,2023-03-08-08:00:00
4.0,5.0,64.58951965065502,8.0,2023-03-08-09:00:00
4.0,4.0,64.58951965065502,6.0,2023-03-08-10:00:00
6.0,4.0,91.0,8.0,2023-03-08-11:00:00
5.0,4.0,95.0,7.0,2023-03-08-12:00:00
4.0,4.0,95.0,6.0,2023-03-08-13:00:00
4.0,3.0,97.0,5.0,2023-03-08-14:00:00
6.0,4.0,96.0,7.0,2023-03-08-15:00:00
7.0,4.0,95.0,7.0,2023-03-08-16:00:00
15.299382716049383,6.0,91.0,9.0,2023-03-08-17:00:00
8.0,9.0,94.0,13.0,2023-03-08-18:00:00
4.0,6.0,98.0,9.0,2023-03-08-19:00:00
4.0,9.0,94.0,12.0,2023-03-08-20:00:00
4.0,5.0,86.0,9.0,2023-03-08-21:00:00
4.0,6.0,83.0,9.0,2023-03-08-22:00:00
4.0,7.0,81.0,10.0,2023-03-08-23:00:00
4.0,7.0,80.0,10.0,2023-03-09-00:00:00
4.0,6.0,78.0,10.0,2023-03-09-01:00:00
3.0,6.0,81.0,9.0,2023-03-09-02:00:00
4.0,6.0,74.0,8.0,2023-03-09-03:00:00
3.0,6.0,77.0,10.0,2023-03-09-04:00:00
3.0,7.0,82.0,10.0,2023-03-09-05:00:00
4.0,7.0,82.0,10.0,2023-03-09-06:00:00
4.0,7.0,80.0,9.0,2023-03-09-07:00:00
3.0,6.0,80.0,9.0,2023-03-09-08:00:00
4.0,6.0,79.0,10.0,2023-03-09-09:00:00
3.0,8.0,64.58951965065502,12.0,2023-03-09-10:00:00
3.0,8.0,80.0,11.0,2023-03-09-11:00:00
4.0,7.0,80.0,11.0,2023-03-09-12:00:00
5.0,7.0,86.0,12.0,2023-03-09-13:00:00
7.0,9.0,92.0,14.0,2023-03-09-14:00:00
19.0,13.0,81.0,18.0,2023-03-09-15:00:00
24.0,19.0,78.0,26.0,2023-03-09-16:00:00
28.0,22.0,74.0,28.0,2023-03-09-17:00:00
15.299382716049383,21.0,51.0,29.0,2023-03-09-18:00:00
37.0,20.0,54.0,28.0,2023-03-09-19:00:00
21.0,27.0,63.0,32.0,2023-03-09-20:00:00
11.0,10.0,79.0,13.0,2023-03-09-21:00:00
8.0,12.0,80.0,14.0,2023-03-09-22:00:00
5.0,10.0,81.0,13.0,2023-03-09-23:00:00
4.0,8.0,79.0,10.0,2023-03-10-00:00:00
3.0,7.0,78.0,10.0,2023-03-10-01:00:00
2.0,8.0,76.0,11.0,2023-03-10-02:00:00
2.0,9.0,75.0,12.0,2023-03-10-03:00:00
1.0,8.0,78.0,11.0,2023-03-10-04:00:00
2.0,7.0,78.0,10.0,2023-03-10-05:00:00
4.0,7.0,75.0,10.0,2023-03-10-06:00:00
3.0,6.0,77.0,8.0,2023-03-10-07:00:00
3.0,5.0,77.0,7.0,2023-03-10-08:00:00
3.0,4.0,78.0,6.0,2023-03-10-09:00:00
3.0,4.0,79.0,6.0,2023-03-10-10:00:00
6.0,4.0,64.58951965065502,6.0,2023-03-10-11:00:00
5.0,5.0,73.0,7.0,2023-03-10-12:00:00
3.0,4.0,79.0,6.0,2023-03-10-13:00:00
15.0,3.0,72.0,5.0,2023-03-10-14:00:00
25.0,4.0,60.0,6.0,2023-03-10-15:00:00
16.0,4.0,71.0,7.0,2023-03-10-16:00:00
32.0,5.0,47.0,10.0,2023-03-10-17:00:00
15.299382716049383,10.0,43.0,14.0,2023-03-10-18:00:00
39.0,13.0,36.0,18.0,2023-03-10-19:00:00
15.0,9.0,56.0,11.0,2023-03-10-20:00:00
13.0,10.0,56.0,13.0,2023-03-10-21:00:00
14.0,11.0,60.0,14.0,2023-03-10-22:00:00
3.0,10.0,79.0,14.0,2023-03-10-23:00:00
4.0,10.0,74.0,14.0,2023-03-11-00:00:00
5.0,12.0,69.0,16.0,2023-03-11-01:00:00
4.0,10.0,70.0,15.0,2023-03-11-02:00:00
5.0,10.0,69.0,17.0,2023-03-11-03:00:00
5.0,11.0,67.0,23.0,2023-03-11-04:00:00
8.0,11.0,60.0,24.0,2023-03-11-05:00:00
8.0,10.0,64.0,23.0,2023-03-11-06:00:00
11.0,11.0,64.0,21.0,2023-03-11-07:00:00
20.0,10.0,52.0,22.0,2023-03-11-08:00:00
16.0,9.0,59.0,19.0,2023-03-11-09:00:00
6.0,8.0,75.0,15.0,2023-03-11-10:00:00
6.0,10.0,64.58951965065502,17.0,2023-03-11-11:00:00
11.0,11.0,72.0,21.0,2023-03-11-12:00:00
8.0,10.0,75.0,19.0,2023-03-11-13:00:00
8.0,13.0,74.0,21.0,2023-03-11-14:00:00
8.0,18.0,77.0,23.0,2023-03-11-15:00:00
8.0,20.0,78.0,26.0,2023-03-11-16:00:00
16.0,20.0,71.0,26.0,2023-03-11-17:00:00
22.0,7.0,64.0,10.0,2023-03-11-18:00:00
15.299382716049383,5.0,62.0,8.0,2023-03-11-19:00:00
12.0,4.0,74.0,6.0,2023-03-11-20:00:00
7.0,3.0,78.0,5.0,2023-03-11-21:00:00
5.0,3.0,78.0,4.0,2023-03-11-22:00:00
4.0,2.0,80.0,4.0,2023-03-11-23:00:00
3.0,2.0,76.0,3.0,2023-03-12-00:00:00
3.0,3.0,74.0,6.0,2023-03-12-01:00:00
3.0,3.0,76.0,5.0,2023-03-12-02:00:00
3.0,2.0,78.0,5.0,2023-03-12-03:00:00
3.0,3.0,78.0,5.0,2023-03-12-04:00:00
3.0,3.0,77.0,5.0,2023-03-12-05:00:00
3.0,3.0,77.0,6.0,2023-03-12-06:00:00
4.0,2.0,76.0,5.0,2023-03-12-07:00:00
7.0,2.0,74.0,5.0,2023-03-12-08:00:00
8.0,2.0,76.0,4.0,2023-03-12-09:00:00
10.0,2.0,74.0,4.0,2023-03-12-10:00:00
9.0,2.0,78.0,5.0,2023-03-12-11:00:00
6.0,2.0,64.58951965065502,4.0,2023-03-12-12:00:00
8.0,3.0,87.0,5.0,2023-03-12-13:00:00
5.0,3.0,92.0,6.0,2023-03-12-14:00:00
6.0,3.0,90.0,4.0,2023-03-12-15:00:00
9.0,4.0,86.0,7.0,2023-03-12-16:00:00
10.0,4.0,82.0,6.0,2023-03-12-17:00:00
11.0,6.0,77.0,9.0,2023-03-12-18:00:00
15.299382716049383,7.0,75.0,10.0,2023-03-12-19:00:00
17.0,9.0,64.0,12.0,2023-03-12-20:00:00
22.0,7.0,58.0,10.0,2023-03-12-21:00:00
20.0,12.0,51.0,15.0,2023-03-12-22:00:00
12.0,6.0,68.0,8.0,2023-03-12-23:00:00
17.0,9.0,54.0,10.0,2023-03-13-00:00:00
45.0,8.0,25.0,10.0,2023-03-13-01:00:00
16.0,6.0,60.0,7.0,2023-03-13-02:00:00
12.0,5.0,65.0,7.0,2023-03-13-03:00:00
4.0,4.0,79.0,6.0,2023-03-13-04:00:00
16.0,4.0,65.0,6.0,2023-03-13-05:00:00
28.0,5.0,45.0,8.0,2023-03-13-06:00:00
29.0,6.0,46.0,7.0,2023-03-13-07:00:00
51.0,9.0,23.0,15.0,2023-03-13-08:00:00
57.0,9.0,23.0,20.0,2023-03-13-09:00:00
43.0,8.0,49.0,20.0,2023-03-13-10:00:00
26.0,6.0,70.0,11.0,2023-03-13-11:00:00
30.0,5.0,64.58951965065502,8.0,2023-03-13-12:00:00
28.0,5.0,72.0,8.0,2023-03-13-13:00:00
18.0,4.0,79.0,6.0,2023-03-13-14:00:00
27.0,3.0,80.0,5.0,2023-03-13-15:00:00
21.0,3.0,85.0,7.0,2023-03-13-16:00:00
23.0,3.0,82.0,6.0,2023-03-13-17:00:00
53.0,6.0,48.0,9.0,2023-03-13-18:00:00
34.0,8.0,63.0,11.0,2023-03-13-19:00:00
15.299382716049383,10.0,62.0,15.0,2023-03-13-20:00:00
53.0,15.0,36.0,22.0,2023-03-13-21:00:00
57.0,14.0,27.0,18.0,2023-03-13-22:00:00
32.0,11.0,51.0,15.0,2023-03-13-23:00:00
25.0,8.0,57.0,11.0,2023-03-14-00:00:00
52.0,8.0,29.0,12.0,2023-03-14-01:00:00
45.0,9.0,30.0,12.0,2023-03-14-02:00:00
6.0,7.0,73.0,10.0,2023-03-14-03:00:00
1.0,5.0,79.0,8.0,2023-03-14-04:00:00
2.0,5.0,81.0,8.0,2023-03-14-05:00:00
2.0,5.0,81.0,8.0,2023-03-14-06:00:00
3.0,5.0,79.0,7.0,2023-03-14-07:00:00
2.0,4.0,82.0,8.0,2023-03-14-08:00:00
2.0,4.0,84.0,8.0,2023-03-14-09:00:00
2.0,5.0,84.0,8.0,2023-03-14-10:00:00
2.0,6.0,88.0,9.0,2023-03-14-11:00:00
3.0,6.0,90.0,9.0,2023-03-14-12:00:00
2.0,7.0,64.58951965065502,10.0,2023-03-14-13:00:00
2.0,8.0,95.0,11.0,2023-03-14-14:00:00
2.0,7.0,94.0,10.0,2023-03-14-15:00:00
2.0,6.0,95.0,9.0,2023-03-14-16:00:00
3.0,7.0,93.0,10.0,2023-03-14-17:00:00
11.0,8.0,82.0,11.0,2023-03-14-18:00:00
10.0,7.0,86.0,9.0,2023-03-14-19:00:00
15.299382716049383,7.0,84.0,9.0,2023-03-14-20:00:00
7.0,6.0,88.0,9.0,2023-03-14-21:00:00
12.0,6.0,77.0,8.0,2023-03-14-22:00:00
23.0,6.0,62.0,8.0,2023-03-14-23:00:00
5.0,4.0,84.0,6.0,2023-03-15-00:00:00
8.0,2.0,72.0,3.0,2023-03-15-01:00:00
7.0,20.914364640883978,66.0,2.0,2023-03-15-02:00:00
10.0,2.0,65.0,3.0,2023-03-15-03:00:00
11.0,2.0,65.0,3.0,2023-03-15-04:00:00
14.0,20.914364640883978,66.0,3.0,2023-03-15-05:00:00
19.0,20.914364640883978,64.0,5.0,2023-03-15-06:00:00
18.0,20.914364640883978,66.0,8.0,2023-03-15-07:00:00
13.0,20.914364640883978,70.0,2.0,2023-03-15-08:00:00
13.0,20.914364640883978,75.0,4.0,2023-03-15-09:00:00
12.0,20.914364640883978,77.0,3.0,2023-03-15-10:00:00
16.0,20.914364640883978,71.0,4.0,2023-03-15-11:00:00
14.0,20.914364640883978,75.0,6.0,2023-03-15-12:00:00
12.0,20.914364640883978,64.58951965065502,4.0,2023-03-15-13:00:00
13.0,20.914364640883978,80.0,3.0,2023-03-15-14:00:00
12.0,2.0,82.0,5.0,2023-03-15-15:00:00
9.0,20.914364640883978,87.0,3.0,2023-03-15-16:00:00
13.0,20.914364640883978,82.0,3.0,2023-03-15-17:00:00
40.0,2.0,55.0,11.0,2023-03-15-18:00:00
49.0,4.0,44.0,23.0,2023-03-15-19:00:00
21.0,4.0,63.0,7.0,2023-03-15-20:00:00
15.299382716049383,3.0,75.0,4.0,2023-03-15-21:00:00
9.0,3.0,75.0,5.0,2023-03-15-22:00:00
7.0,7.0,73.0,8.0,2023-03-15-23:00:00
4.0,4.0,79.0,5.0,2023-03-16-00:00:00
3.0,2.0,82.0,4.0,2023-03-16-01:00:00
2.0,2.0,82.0,3.0,2023-03-16-02:00:00
2.0,20.914364640883978,83.0,2.0,2023-03-16-03:00:00
5.0,20.914364640883978,79.0,2.0,2023-03-16-04:00:00
8.0,20.914364640883978,75.0,3.0,2023-03-16-05:00:00
30.0,4.0,47.0,6.0,2023-03-16-06:00:00
20.0,3.0,58.0,5.0,2023-03-16-07:00:00
27.0,3.0,64.58951965065502,7.0,2023-03-16-08:00:00
13.0,20.914364640883978,64.58951965065502,5.0,2023-03-16-09:00:00
10.0,20.914364640883978,64.58951965065502,3.0,2023-03-16-10:00:00
8.0,20.914364640883978,64.58951965065502,3.0,2023-03-16-11:00:00
6.0,20.914364640883978,64.58951965065502,4.0,2023-03-16-12:00:00
6.0,2.0,64.58951965065502,5.0,2023-03-16-13:00:00
8.0,20.914364640883978,64.58951965065502,4.0,2023-03-16-14:00:00
8.0,2.0,64.58951965065502,4.0,2023-03-16-15:00:00
7.0,20.914364640883978,64.58951965065502,4.0,2023-03-16-16:00:00
10.0,2.0,64.58951965065502,5.0,2023-03-16-17:00:00
19.0,5.0,64.58951965065502,8.0,2023-03-16-18:00:00
11.0,4.0,64.58951965065502,7.0,2023-03-16-19:00:00
27.0,6.0,64.58951965065502,7.0,2023-03-16-20:00:00
15.299382716049383,4.0,64.58951965065502,6.0,2023-03-16-21:00:00
14.0,8.0,64.58951965065502,10.0,2023-03-16-22:00:00
13.0,6.0,64.58951965065502,8.0,2023-03-16-23:00:00
3.0,4.0,64.58951965065502,5.0,2023-03-17-00:00:00
3.0,3.0,64.58951965065502,4.0,2023-03-17-01:00:00
8.0,2.0,64.58951965065502,3.0,2023-03-17-02:00:00
5.0,3.0,64.58951965065502,4.0,2023-03-17-03:00:00
2.0,3.0,64.58951965065502,4.0,2023-03-17-04:00:00
5.0,3.0,64.58951965065502,4.0,2023-03-17-05:00:00
16.0,3.0,64.58951965065502,5.0,2023-03-17-06:00:00
30.0,4.0,64.58951965065502,6.0,2023-03-17-07:00:00
48.0,7.0,64.58951965065502,16.0,2023-03-17-08:00:00
23.0,5.0,64.58951965065502,9.0,2023-03-17-09:00:00
15.299382716049383,20.914364640883978,64.58951965065502,24.383091149273447,2023-03-17-10:00:00
15.299382716049383,20.914364640883978,64.58951965065502,24.383091149273447,2023-03-17-11:00:00
9.0,5.0,64.58951965065502,7.0,2023-03-17-12:00:00
10.0,8.0,64.58951965065502,12.0,2023-03-17-13:00:00
8.0,10.0,64.58951965065502,14.0,2023-03-17-14:00:00
15.299382716049383,8.0,64.58951965065502,11.0,2023-03-17-15:00:00
9.0,6.0,106.0,10.0,2023-03-17-16:00:00
18.0,6.0,95.0,9.0,2023-03-17-17:00:00
27.0,10.0,82.0,13.0,2023-03-17-18:00:00
24.0,13.0,80.0,16.0,2023-03-17-19:00:00
18.0,10.0,90.0,13.0,2023-03-17-20:00:00
22.0,9.0,79.0,12.0,2023-03-17-21:00:00
15.299382716049383,13.0,75.0,16.0,2023-03-17-22:00:00
15.0,11.0,84.0,13.0,2023-03-17-23:00:00
8.0,11.0,100.0,13.0,2023-03-18-00:00:00
12.0,10.0,91.0,12.0,2023-03-18-01:00:00
9.0,10.0,90.0,12.0,2023-03-18-02:00:00
9.0,11.0,88.0,12.0,2023-03-18-03:00:00
6.0,10.0,96.0,12.0,2023-03-18-04:00:00
7.0,10.0,85.0,12.0,2023-03-18-05:00:00
13.0,11.0,87.0,13.0,2023-03-18-06:00:00
17.0,13.0,74.0,15.0,2023-03-18-07:00:00
23.0,15.0,75.0,20.0,2023-03-18-08:00:00
10.0,9.0,101.0,13.0,2023-03-18-09:00:00
14.0,9.0,94.0,11.0,2023-03-18-10:00:00
10.0,9.0,101.0,12.0,2023-03-18-11:00:00
8.0,9.0,116.0,12.0,2023-03-18-12:00:00
10.0,11.0,116.0,15.0,2023-03-18-13:00:00
11.0,7.0,111.0,11.0,2023-03-18-14:00:00
8.0,5.0,64.58951965065502,7.0,2023-03-18-15:00:00
8.0,6.0,115.0,8.0,2023-03-18-16:00:00
11.0,7.0,112.0,10.0,2023-03-18-17:00:00
33.0,12.0,82.0,17.0,2023-03-18-18:00:00
29.0,30.0,81.0,35.0,2023-03-18-19:00:00
29.0,10.0,85.0,13.0,2023-03-18-20:00:00
33.0,10.0,79.0,12.0,2023-03-18-21:00:00
15.299382716049383,32.0,68.0,35.0,2023-03-18-22:00:00
10.0,10.0,106.0,11.0,2023-03-18-23:00:00
14.0,9.0,90.0,11.0,2023-03-19-00:00:00
9.0,8.0,99.0,10.0,2023-03-19-01:00:00
11.0,11.0,100.0,13.0,2023-03-19-02:00:00
6.0,9.0,106.0,12.0,2023-03-19-03:00:00
5.0,11.0,109.0,12.0,2023-03-19-04:00:00
12.0,13.0,95.0,15.0,2023-03-19-05:00:00
18.0,12.0,81.0,15.0,2023-03-19-06:00:00
27.0,11.0,68.0,13.0,2023-03-19-07:00:00
50.0,14.0,41.0,17.0,2023-03-19-08:00:00
30.0,11.0,77.0,13.0,2023-03-19-09:00:00
35.0,10.0,65.0,13.0,2023-03-19-10:00:00
24.0,9.0,82.0,12.0,2023-03-19-11:00:00
13.0,7.0,97.0,8.0,2023-03-19-12:00:00
14.0,6.0,99.0,8.0,2023-03-19-13:00:00
10.0,5.0,110.0,7.0,2023-03-19-14:00:00
14.0,4.0,64.58951965065502,5.0,2023-03-19-15:00:00
9.0,4.0,112.0,7.0,2023-03-19-16:00:00
17.0,5.0,100.0,8.0,2023-03-19-17:00:00
26.0,15.0,87.0,18.0,2023-03-19-18:00:00
28.0,19.0,81.0,22.0,2023-03-19-19:00:00
34.0,27.0,75.0,30.0,2023-03-19-20:00:00
26.0,29.0,75.0,31.0,2023-03-19-21:00:00
21.0,28.0,74.0,32.0,2023-03-19-22:00:00
15.299382716049383,31.0,64.0,34.0,2023-03-19-23:00:00
17.0,33.0,56.0,35.0,2023-03-20-00:00:00
10.0,22.0,75.0,24.0,2023-03-20-01:00:00
5.0,9.0,85.0,10.0,2023-03-20-02:00:00
3.0,6.0,95.0,6.0,2023-03-20-03:00:00
6.0,6.0,79.0,7.0,2023-03-20-04:00:00
12.0,6.0,65.0,7.0,2023-03-20-05:00:00
22.0,7.0,57.0,8.0,2023-03-20-06:00:00
35.0,7.0,40.0,8.0,2023-03-20-07:00:00
44.0,11.0,34.0,13.0,2023-03-20-08:00:00
26.0,7.0,75.0,8.0,2023-03-20-09:00:00
36.0,8.0,56.0,8.0,2023-03-20-10:00:00
17.0,8.0,85.0,9.0,2023-03-20-11:00:00
21.0,7.0,85.0,9.0,2023-03-20-12:00:00
9.0,5.0,105.0,7.0,2023-03-20-13:00:00
13.0,5.0,102.0,6.0,2023-03-20-14:00:00
21.0,5.0,92.0,7.0,2023-03-20-15:00:00
25.0,8.0,64.58951965065502,10.0,2023-03-20-16:00:00
22.0,8.0,85.0,10.0,2023-03-20-17:00:00
34.0,7.0,67.0,9.0,2023-03-20-18:00:00
38.0,14.0,58.0,16.0,2023-03-20-19:00:00
